Stanford,Math,MATH 113,Linear Algebra and Matrix Theory,"Aut, Win, Spr",3,"Algebraic properties of matrices and their interpretation in geometric terms. The relationship between the algebraic and geometric points of view and matters fundamental to the study and solution of linear equations. Topics: linear equations, vector spaces, linear dependence, bases and coordinate systems; linear transformations and matrices; similarity; eigenvectors and eigenvalues; diagonalization. ( Math 104 offers a more application-oriented treatment.)",,,,,
Stanford,Math,MATH 114,Introduction to Scientific Computing (CME 108),"Win, Sum",3,"Introduction to Scientific Computing Numerical computation for mathematical, computational, physical sciences and engineering: error analysis, floating-point arithmetic, nonlinear equations, numerical solution of systems of algebraic equations, banded matrices, least squares, unconstrained optimization, polynomial interpolation, numerical differentiation and integration, numerical solution of ordinary differential equations, truncation error, numerical stability for time dependent problems and stiffness. Implementation of numerical methods in MATLAB programming assignments. Prerequisites:  MATH 51, 52, 53; prior programming experience (MATLAB or other language at level of  CS 106A or higher).",,,,,
Stanford,Math,MATH 115,Functions of a Real Variable,"Aut, Spr",3,"The development of real analysis in Euclidean space: sequences and series, limits, continuous functions, derivatives, integrals. Basic point set topology. Honors math majors and students who intend to do graduate work in mathematics should take 171. Prerequisite: 51.",51.,,,,
Stanford,Math,MATH 116,Complex Analysis,Aut,3,"Analytic functions, Cauchy integral formula, power series and Laurent series, calculus of residues and applications, conformal mapping, analytic continuation, introduction to Riemann surfaces, Fourier series and integrals. ( Math 106 offers a less theoretical treatment.) Prerequisites: 52, and 115 or 171.","52, and 115 or 171.",,,,
Stanford,Math,MATH 118,Mathematics of Computation,Win,3,"Notions of analysis and algorithms central to modern scientific computing: continuous and discrete Fourier expansions, the fast Fourier transform, orthogonal polynomials, interpolation, quadrature, numerical differentiation, analysis and discretization of initial-value and boundary-value ODE, finite and spectral elements. Prerequisites:  MATH 51 and 53.",,,,,
Stanford,Math,MATH 120,Groups and Rings,"Aut, Spr",3,"Recommended for Mathematics majors and required of honors Mathematics majors. Similar to 109 but altered content and more theoretical orientation. Groups acting on sets, examples of finite groups, Sylow theorems, solvable and simple groups. Fields, rings, and ideals; polynomial rings over a field; PID and non-PID. Unique factorization domains. WIM.",,,,,
Stanford,Math,MATH 121,Galois Theory,Win,3,"Field of fractions, splitting fields, separability, finite fields. Galois groups, Galois correspondence, examples and applications. Prerequisite:  Math 120 and (also recommended) 113.",,,,,
Stanford,Math,MATH 122,Modules and Group Representations,Spr,3,"Modules over PID. Tensor products over fields. Group representations and group rings. Maschke's theorem and character theory. Character tables, construction of representations. Prerequisite:  Math 120. Also recommended: 113.",,,,,
Stanford,Math,MATH 131P,Partial Differential Equations,Win,3,"An introduction to PDE; particularly suitable for non-Math majors. Topics include physical examples of PDE's, method of characteristics, D'Alembert's formula, maximum principles, heat kernel, Duhamel's principle, separation of variables, Fourier series, Harmonic functions, Bessel functions, spherical harmonics. Students who have taken  MATH 171 should consider taking  MATH 173 rather than 131P. Prerequisite: 53.",53.,,,,
Stanford,Math,MATH 136,Stochastic Processes (STATS 219),Aut,3,"Introduction to measure theory, Lp spaces and Hilbert spaces. Random variables, expectation, conditional expectation, conditional distribution. Uniform integrability, almost sure and Lp convergence. Stochastic processes: definition, stationarity, sample path continuity. Examples: random walk, Markov chains, Gaussian processes, Poisson processes, Martingales. Construction and basic properties of Brownian motion. Prerequisite:  STATS 116 or  MATH 151 or equivalent. Recommended:  MATH 115 or equivalent.  http://statweb.stanford.edu/~adembo/math-136/",,,,,
Stanford,Math,MATH 137,Mathematical Methods of Classical Mechanics,not given this year,3,"Newtonian mechanics. Lagrangian formalism. E. Noether's theorem. Oscillations. Rigid bodies. Introduction to symplectic geometry. Hamiltonian formalism. Legendre transform. Variational principles. Geometric optics. Introduction to the theory of integrable systems. Prerequisites: 51, 52, 53, or 61CM, 62CM, 63CM.","51, 52, 53, or 61CM, 62CM, 63CM.",,,,
Stanford,Math,MATH 138,Celestial Mechanics,not given this year,3,"Mathematically rigorous introduction to the classical N-body problem: the motion of N particles evolving according to Newton's law. Topics include: the Kepler problem and its symmetries; other central force problems; conservation theorems; variational methods; Hamilton-Jacobi theory; the role of equilibrium points and stability; and symplectic methods. Prerequisites: 53, and 115 or 171.","53, and 115 or 171.",,,,
Stanford,Math,MATH 142,Hyperbolic Geometry,not given this year,3,"An introductory course in hyperbolic geometry. Topics may include: different models of hyperbolic geometry, hyperbolic area and geodesics, Isometries and Mobius transformations, conformal maps, Fuchsian groups, Farey tessellation, hyperbolic structures on surfaces and three manifolds, limit sets. Prerequisites: some familiarity with the basic concepts of differential geometrynand the topology of surfaces and manifolds is strongly recommended",some familiarity with the basic concepts of differential geometrynand the topology of surfaces and manifolds is strongly recommended,,,,
Stanford,Math,MATH 143,Differential Geometry,Aut,3,"Geometry of curves and surfaces in three-space and higher dimensional manifolds. Parallel transport, curvature, and geodesics. Surfaces with constant curvature. Minimal surfaces.",,,,,
Stanford,Math,MATH 145,Algebraic Geometry,"alternate years, given next year",3,"An introduction to the methods and concepts of algebraic geometry. The point of view and content will vary over time, but include: affine varieties, Hilbert basis theorem and Nullstellensatz, projective varieties, algebraic curves. Required: 120. Strongly recommended: additional mathematical maturity via further basic background with fields, point-set topology, or manifolds.",,,,,
Stanford,Math,MATH 146,Analysis on Manifolds,Win,3,"Differentiable manifolds, tangent space, submanifolds, implicit function theorem, differential forms, vector and tensor fields. Frobenius' theorem, DeRham theory. Prerequisite: 62CM or 52 and familiarity with linear algebra and analysis arguments at the level of 113 and 115 respectively.",62CM or 52 and familiarity with linear algebra and analysis arguments at the level of 113 and 115 respectively.,,,,
Stanford,Math,MATH 147,Differential Topology,Spr,3,"Smooth manifolds, transversality, Sards' theorem, embeddings, degree of a map, Borsuk-Ulam theorem, Hopf degree theorem, Jordan curve theorem. Prerequisite: 115 or 171.",115 or 171.,,,,
Stanford,Math,MATH 148,Algebraic Topology,"alternate years, given next year",3,"Fundamental group, covering spaces, Euler characteristic, homology, classification of surfaces, knots. Prerequisite: 109 or 120.",109 or 120.,,,,
Stanford,Math,MATH 151,Introduction to Probability Theory,not given this year,3,Counting; axioms of probability; conditioning and independence; expectation and variance; discrete and continuous random variables and distributions; joint distributions and dependence; central limit theorem and laws of large numbers. Prerequisite: 52 or consent of instructor.,52 or consent of instructor.,,,,
Stanford,Math,MATH 152,Elementary Theory of Numbers,Win,3,"Euclid's algorithm, fundamental theorems on divisibility; prime numbers; congruence of numbers; theorems of Fermat, Euler, Wilson; congruences of first and higher degrees; quadratic residues; introduction to the theory of binary quadratic forms; quadratic reciprocity; partitions.",,,,,
Stanford,Math,MATH 154,Algebraic Number Theory,"alternate years, given next year",3,"Properties of number fields and Dedekind domains, quadratic and cyclotomic fields, applications to some classical Diophantine equations. Prerequisites: 120 and 121, especially modules over principal ideal domains and Galois theory of finite fields.","120 and 121, especially modules over principal ideal domains and Galois theory of finite fields.",,,,
Stanford,Math,MATH 155,Analytic Number Theory,Spr,3,"Topics in analytic number theory such as the distribution of prime numbers, the prime number theorem, twin primes and Goldbach's conjecture, the theory of quadratic forms, Dirichlet's class number formula, Dirichlet's theorem on primes in arithmetic progressions, and the fifteen theorem. Prerequisite: 152, or familiarity with the Euclidean algorithm, congruences, residue classes and reduced residue classes, primitive roots, and quadratic reciprocity.","152, or familiarity with the Euclidean algorithm, congruences, residue classes and reduced residue classes, primitive roots, and quadratic reciprocity.",,,,
Stanford,Math,MATH 158,Basic Probability and Stochastic Processes with Engineering Applications (CME 298),Spr,3,"Calculus of random variables and their distributions with applications. Review of limit theorems of probability and their application to statistical estimation and basic Monte Carlo methods. Introduction to Markov chains, random walks, Brownian motion and basic stochastic differential equations with emphasis on applications from economics, physics and engineering, such as filtering and control. Prerequisites: exposure to basic probability.",exposure to basic probability.,,,,
Stanford,Math,MATH 159,Discrete Probabilistic Methods,not given this year,3,"Modern discrete probabilistic methods suitable for analyzing discrete structures of the type arising in number theory, graph theory, combinatorics, computer science, information theory and molecular sequence analysis. Prerequisite:  STATS 116/ MATH 151 or equivalent.",,,,,
Stanford,Math,MATH 161,Set Theory,not given this year,3,"Informal and axiomatic set theory: sets, relations, functions, and set-theoretical operations. The Zermelo-Fraenkel axiom system and the special role of the axiom of choice and its various equivalents. Well-orderings and ordinal numbers; transfinite induction and transfinite recursion. Equinumerosity and cardinal numbers; Cantor's Alephs and cardinal arithmetic. Open problems in set theory. Prerequisite: students should be comfortable doing proofs.",students should be comfortable doing proofs.,,,,
Stanford,Math,MATH 162,Philosophy of Mathematics (PHIL 162),Win,4,"Mathematics is a very peculiar human activity. It delivers a type of knowledge that is particularly stable, often conceived as a priori and necessary. Moreover, this knowledge is about abstract entities, which seem to have no connection to us, spatio-temporal creatures, and yet it plays a crucial role in our scientific endeavors. Many philosophical questions emerge naturally: What is the nature of mathematical objects? How can we learn anything about them? Where does the stability of mathematics comes from? What is the significance of results showing the limits of such knowledge, such as Gödel's incompleteness theorem? The first part of the course will survey traditional approaches to philosophy of mathematics (""the big Isms"") and consider the viability of their answers to some of the previous questions: logicism, intuitionism, Hilbert's program, empiricism, fictionalism, and structuralism. The second part will focus on philosophical issues emerging from the actual practice of mathemat ",,,,,
Stanford,Math,MATH 163,The Greek Invention of Mathematics (CLASSICS 136),Aut,3-5,"How was mathematics invented? A survey of the main creative ideas of ancient Greek mathematics. Among the issues explored are the axiomatic system of Euclid's Elements, the origins of the calculus in Greek measurements of solids and surfaces, and Archimedes' creation of mathematical physics. We will provide proofs of ancient theorems, and also learn how such theorems are even known today thanks to the recovery of ancient manuscripts.",,,,,
Stanford,Math,MATH 171,Fundamental Concepts of Analysis,"Aut, Spr",3,"Recommended for Mathematics majors and required of honors Mathematics majors. Similar to 115 but altered content and more theoretical orientation. Properties of Riemann integrals, continuous functions and convergence in metric spaces; compact metric spaces, basic point set topology. Prerequisite: 61CM or 61DM or 115 or consent of the instructor. WIM",61CM or 61DM or 115 or consent of the instructor. WIM,,,,
Stanford,Math,MATH 172,Lebesgue Integration and Fourier Analysis,Spr,3,"Similar to 205A, but for undergraduate Math majors and graduate students in other disciplines. Topics include Lebesgue measure on Euclidean space, Lebesgue integration, L^p spaces, the Fourier transform, the Hardy-Littlewood maximal function and Lebesgue differentiation. Prerequisite: 171 or consent of instructor.",171 or consent of instructor.,,,,
Stanford,Math,MATH 173,Theory of Partial Differential Equations,Win,3,"A rigorous introduction to PDE accessible to advanced undergraduates. Elliptic, parabolic, and hyperbolic equations in many space dimensions including basic properties of solutions such as maximum principles, causality, and conservation laws. Methods include the Fourier transform as well as more classical methods. The Lebesgue integral will be used throughout, but a summary of its properties will be provided to make the course accessible to students who have not had 172 or 205A. In years when  Math 173 is not offered,  Math 220 is a recommended alternative (with similar content but a different emphasis). Prerequisite: 171 or equivalent.",171 or equivalent.,,,,
Stanford,Math,MATH 174,Calculus of Variations,not given this year,3,"An introductory course emphasizing the historical development of the theory, its connections to physics and mechanics, its independent mathematical interest, and its contacts with daily life experience. Applications to minimal surfaces and to capillary surface interfaces. Prerequisites:  Math 171 or equivalent.",,,,,
Stanford,Math,MATH 175,Elementary Functional Analysis,Aut,3,Linear operators on Hilbert space. Spectral theory of compact operators; applications to integral equations. Elements of Banach space theory. Prerequisite: 115 or 171.,115 or 171.,,,,
Stanford,Math,MATH 177,Geometric Methods in the Theory of Ordinary Differential Equations,Spr,3,Hamiltonian systems and their geometry. First order PDE and Hamilton-Jacobi equation. Structural stability and hyperbolic dynamical systems. Completely integrable systems. Perturbation theory.,,,,,
Stanford,Math,MATH 193,Polya Problem Solving Seminar,Aut,1,"Topics in mathematics and problem solving strategies with an eye towards the Putnam Competition. Topics may include parity, the pigeonhole principle, number theory, recurrence, generating functions, and probability. Students present solutions to the class. Open to anyone with an interest in mathematics.",,,,,
Stanford,Math,MATH 197,Senior Honors Thesis,"Aut, Win, Spr, Sum",1-6,Honors math major working on senior honors thesis under an approved advisor carries out research and reading. Satisfactory written account of progress achieved during term must be submitted to advisor before term ends. May be repeated 3 times for a max of 9 units. Contact department student services specialist to enroll.,,,,,
Stanford,Math,MATH 198,Practical Training,Sum,1,"Only for undergraduate students majoring in mathematics. Students obtain employment in a relevant industrial or research activity to enhance their professional experience. Students submit a concise report detailing work activities, problems worked on, and key results. May be repeated for credit up to 3 units. Prerequisite: qualified offer of employment and consent of department. Prior approval by Math Department is required; you must contact the Math Department's Student Services staff for instructions before being granted permission to enroll.",qualified offer of employment and consent of department. Prior approval by Math Department is required; you must contact the Math Department's Student Services staff for instructions before being granted permission to enroll.,,,,
Stanford,Math,MATH 199,Independent Work,"Aut, Win, Spr, Sum",1-3,For math majors only. Undergraduates pursue a reading program; topics limited to those not in regular department course offerings. Credit can fulfill the elective requirement for math majors. Approval of Undergraduate Affairs Committee is required to use credit for honors majors area requirement. Contact department student services specialist to enroll.,,,,,
Stanford,Math,MATH 205A,Real Analysis,Aut,3,Basic measure theory and the theory of Lebesgue integration. Prerequisite: 171 or equivalent.,171 or equivalent.,,,,
Stanford,Math,MATH 205B,Real Analysis,Win,3,"Point set topology, basic functional analysis, Fourier series, and Fourier transform. Prerequisites: 171 and 205A or equivalent.",171 and 205A or equivalent.,,,,
Stanford,Math,MATH 205C,Real Analysis,Spr,3,Continuation of 205B.,,,,,
Stanford,Math,MATH 210A,Modern Algebra I,Aut,3,"Basic commutative ring and module theory, tensor algebra, homological constructions, linear and multilinear algebra, canonical forms and Jordan decomposition. Prerequisite: 122 or equivalent.",122 or equivalent.,,,,
Stanford,Math,MATH 210B,Modern Algebra II,Win,3,"Continuation of 210A. Topics in field theory, commutative algebra, and algebraic geometry. Prerequisites: 210A, and 121 or equivalent.","210A, and 121 or equivalent.",,,,
Stanford,Math,MATH 210C,Lie Theory,Spr,3,"Topics in Lie groups, Lie algebras, and/or representation theory. Prerequisite:  math 210B. May be repeated for credit.",,,,,
Stanford,Math,MATH 215A,Algebraic Topology,Aut,3,"Topics: fundamental group and covering spaces, basics of homotopy theory, homology and cohomology (simplicial, singular, cellular), products, introduction to topological manifolds, orientations, Poincare duality. Prerequisites: 113, 120, and 171.","113, 120, and 171.",,,,
Stanford,Math,MATH 215B,Differential Topology,Win,3,"Topics: Basics of differentiable manifolds (tangent spaces, vector fields, tensor fields, differential forms), embeddings, tubular neighborhoods, integration and Stokes¿ Theorem, deRham cohomology, intersection theory via Poincare duality, Morse theory. Prerequisite: 215A",215A,,,,
Stanford,Math,MATH 215C,Differential Geometry,Spr,3,"This course will be an introduction to Riemannian Geometry. Topics will include the Levi-Civita connection, Riemann curvature tensor, Ricci and scalar curvature, geodesics, parallel transport, completeness, geodesics and Jacobi fields, and comparison techniques. Prerequisites 146 or 215B",,,,,
Stanford,Math,MATH 216A,Introduction to Algebraic Geometry,Aut,3,"Algebraic curves, algebraic varieties, sheaves, cohomology, Riemann-Roch theorem. Classification of algebraic surfaces, moduli spaces, deformation theory and obstruction theory, the notion of schemes. May be repeated for credit. Prerequisites: 210ABC or equivalent.",210ABC or equivalent.,,,,
Stanford,Math,MATH 216B,Introduction to Algebraic Geometry,Win,3,Continuation of 216A. May be repeated for credit.,,,,,
Stanford,Math,MATH 216C,Introduction to Algebraic Geometry,Spr,3,Continuation of 216B. May be repeated for credit.,,,,,
Stanford,Math,MATH 217C,Complex Differential Geometry,not given this year,3,"Complex structures, almost complex manifolds and integrability, Hermitian and Kahler metrics, connections on complex vector bundles, Chern classes and Chern-Weil theory, Hodge and Dolbeault theory, vanishing theorems, Calabi-Yau manifolds, deformation theory.",,,,,
Stanford,Math,MATH 220,Partial Differential Equations of Applied Mathematics (CME 303),Aut,3,"First-order partial differential equations; method of characteristics; weak solutions; elliptic, parabolic, and hyperbolic equations; Fourier transform; Fourier series; and eigenvalue problems. Prerequisite: Basic coursework in multivariable calculus and ordinary differential equations, and some prior experience with a proof-based treatment of the material as in  Math 171 or  Math 61CM (formerly  Math 51H).",,,,,
Stanford,Math,MATH 221A,Mathematical Methods of Imaging (CME 321A),"alternate years, given next year",3,Image denoising and deblurring with optimization and partial differential equations methods. Imaging functionals based on total variation and l-1 minimization. Fast algorithms and their implementation.,,,,,
Stanford,Math,MATH 221B,Mathematical Methods of Imaging (CME 321B),not given this year,3,"Array imaging using Kirchhoff migration and beamforming, resolution theory for broad and narrow band array imaging in homogeneous media, topics in high-frequency, variable background imaging with velocity estimation, interferometric imaging methods, the role of noise and inhomogeneities, and variational problems that arise in optimizing the performance of array imaging algorithms.",,,,,
Stanford,Math,MATH 226,Numerical Solution of Partial Differential Equations (CME 306),Spr,3,"Hyperbolic partial differential equations: stability, convergence and qualitative properties; nonlinear hyperbolic equations and systems; combined solution methods from elliptic, parabolic, and hyperbolic problems. Examples include: Burger's equation, Euler equations for compressible flow, Navier-Stokes equations for incompressible flow. Prerequisites:  MATH 220A or  CME 302.",,,,,
Stanford,Math,MATH 227,Partial Differential Equations and Diffusion Processes,not given this year,3,Parabolic and elliptic partial differential equations and their relation to diffusion processes. First order equations and optimal control. Emphasis is on applications to mathematical finance. Prerequisites:  MATH 136/ STATS 219 (or equivalents) and  MATH 131P +  MATH 115/171 or  MATH 173 or  MATH 220.,,,,,
Stanford,Math,MATH 228,"Stochastic Methods in Engineering (CME 308, MS&E 324)",Spr,3,"The basic limit theorems of probability theory and their application to maximum likelihood estimation. Basic Monte Carlo methods and importance sampling. Markov chains and processes, random walks, basic ergodic theory and its application to parameter estimation. Discrete time stochastic control and Bayesian filtering. Diffusion approximations, Brownian motion and an introduction to stochastic differential equations. Examples and problems from various applied areas. Prerequisites: exposure to probability and background in analysis.",exposure to probability and background in analysis.,,,,
Stanford,Math,MATH 228A,"Probability, Stochastic Analysis and Applications",not given this year,3,"The basic limit theorems of probability theory and their application to maximum likelihood estimation. Basic Monte Carlo methods and importance sampling. Markov chains and processes, random walks, basic ergodic theory and its application to parameter estimation. Discrete time stochastic control and Bayesian filtering. Diffusion approximations, Brownian motion and basic stochastic differential equations. Examples and problems from various applied areas. Prerequisites: exposure to probability and background in analysis.",exposure to probability and background in analysis.,,,,
Stanford,Math,MATH 230A,Theory of Probability I (STATS 310A),Aut,2-4,"Mathematical tools: sigma algebras, measure theory, connections between coin tossing and Lebesgue measure, basic convergence theorems. Probability: independence, Borel-Cantelli lemmas, almost sure and Lp convergence, weak and strong laws of large numbers. Large deviations. Weak convergence; central limit theorems; Poisson convergence; Stein's method. Prerequisites: 116,  MATH 171.",,,,,
